app_ref,council_id,lat,lng,applicant1,applicant2,applicant3,received_date,decision_date,address1,address2,address3,address4,decision,status,details,url,tweet_id
2338/11,3,53.334,-6.2154971,,,,2011-03-10,2011-04-15,"21, Marine Drive, Sandymount, Dublin 4",,,,C,9,Construction of 25.8sqm ground floor single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2338/11,1
2339/11,3,53.3506813,-6.2651141,,,,2011-03-10,2011-05-03,"UNIT 6,7 & 8, 35-41, Parnell Street, Dublin 1",,,,C,9,New glazed shop front plus entrance/exit reconfiguration,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2339/11,1
2340/11,3,,,,,,2011-03-10,2011-03-15,"7, Turlough Parade, Marino, Dublin 3",,,,N,0,Vehicular parking to front of dwelling exiting onto Griffith Avenue,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2340/11,1
2341/11,3,53.3265235,-6.2080423,,,,2011-03-10,2011-05-04,"109, Strand Road, Sandymount, Dublin  4",,,,N,2,RETENTION-Widening existing vehicular front site entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2341/11,1
2342/11,3,53.320187,-6.3361994,,,,2011-03-10,2011-05-04,"36, Walkinstown Drive, Dublin 12",,,,C,9,Construction of 2 metre high boundary wall on southeast boundary,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2342/11,1
2343/11,3,53.3623164,-6.2400671,,,,2011-03-10,2011-04-26,"23, Addison Road, Fairview, Dublin 3",,,,R,9,Change of use from residential to after school care facility,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2343/11,1
2344/11,3,53.3153097,-6.2954736,,,,2011-03-10,2011-05-04,"323, Kimmage Road Lower, Kimmage, Dublin 6w",,,,C,9,Vehicular entrance driveway to the front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2344/11,1
2345/11,3,53.3678302,-6.272209,,,,2011-03-10,2011-03-15,"41, De Courcy Square, Glasnevin, Dublin 9",,,,N,0,Demolish rear extension & construct part 2 storey/part single storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2345/11,1
2346/11,3,,,,,,2011-03-10,2011-05-04,"9, Ballsbridge Avenue, Ballsbridge, Dublin 4",,,,R,9,Renovation of existing cottage & construct part single/part 2 storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2346/11,1
2347/11,3,53.3404684,-6.2584868,,,,2011-03-10,2011-04-27,"35-36, Dawson Street, Dublin 2",,,,R,9,RETENTION - PROTECTED STRUCTURE-Remove canvas awning & supports over entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2347/11,1
2348/11,3,53.3837008,-6.2007426,,,,2011-03-10,2011-04-28,"1, Mask Drive, Coolock, Dublin 5",,,,R,9,Single storey granny flat extension to the side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2348/11,1
2349/11,3,53.3372161,-6.234177,,,,2011-03-11,2011-05-04,"21, Bath Avenue Gardens, Bath Avenue, Sandymount, Dublin 4",,,,R,9,First floor extension over existing ground floor extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2349/11,1
2350/11,3,53.3408371,-6.343664,,,,2011-03-11,2011-04-26,"21, Muskerry Road, Ballyfermot, Dublin 10",,,,C,9,"Extend single storey kitchen extension to rear, build new first floor extension",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2350/11,1
2351/11,3,,,,,,2011-03-11,2011-04-27,"18, Estate Avenue, Merrion Road, Dublin 4",,,,C,9,PROTECTED STRUCTURE - Single storey extension to side with alterations,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2351/11,1
2352/11,3,53.3372793,-6.231965,,,,2011-03-11,2011-04-27,"25, Bath Avenue, Beggars Bush, Dublin 4",,,,C,9,New vehicle entrance with new sliding entrance gates in painted steel finish,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2352/11,1
2353/11,3,53.335288,-6.2635158,,,,2011-03-11,2011-05-03,"Jackson Court Hotel 29, 30 & 31, Harcourt Street, Dublin 2",,,,C,9,PROTECTED STRUCTURE-Alterations to plans permitted by 4892/04 & 1876/06,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2353/11,1
2354/11,3,,,,,,2011-03-14,2011-04-28,"2, Holywell Crescent, Donaghmede, Dublin 13",,,,C,9,New single storey extension to front and side with bay window to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2354/11,1
2355/11,3,,,,,,2011-03-14,2011-04-28,"64, Abbeyfield, Killester, Dublin 5",,,,C,9,"New single storey extensions (24.7sqm) to front, side and rear to consist of:",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2355/11,1
2356/11,3,,,,,,2011-03-14,2011-04-21,"The Mont Clare Hotel, Merrion Street Lower, Merrion Square, Dublin 2",,,,N,0,RETENTION - PROTECTED STRUCTURE - 2no. pole mounted antennas & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2356/11,1
2357/11,3,53.3873438,-6.2065509,,,,2011-03-14,2011-04-27,"70, Chanel Road, Artane, Dublin 5",,,,C,9,RETENTION - Widen existing pedestrian entrance to allow for vehicular entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2357/11,1
2358/11,3,,,,,,2011-03-14,2011-05-05,"2, St. Mary's Terrace, Ballybough Road, Dublin 3",,,,C,9,Ground floor extension to rear with first floor extension over & convert attic,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2358/11,1
2359/11,3,53.3808173,-6.1844113,,,,2011-03-14,2011-04-28,"29, Lein Gardens, Raheny, Dublin 5",,,,C,9,New 1st floor pitched roof extension over existing ground floor extension to the,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2359/11,1
2360/11,3,53.3451882,-6.2468219,,,,2011-03-14,2011-05-06,"91-92, Townsend Street, Dublin 2",,,,C,9,"Extension, alterations & change of use to existing mixed use development",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2360/11,1
2361/11,3,,,,,,2011-03-14,2011-05-06,"Former Tucks Fasteners site, bounded by East Wall Road to the southwest and opposite the junction of Church Road and East Wall Road, Dublin 3",,,,C,9,"supermarket (Discount Foodstore) measuring 2,980m2 gross (1,125m2 net) including",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2361/11,1
2362/11,3,53.3891968,-6.1565845,,,,2011-03-15,2011-04-29,"71, Briarfield Grove, Kilbarrack, Dublin 5",,,,C,9,Extension to existing front porch across entire front of dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2362/11,1
2363/11,3,53.3378774,-6.2524755,,,,2011-03-15,2011-03-18,"148, Baggot Street Lower, Dublin 2",,,,N,0,material alteration to the front elevation comprising removal of unauthorized,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2363/11,1
2364/11,3,53.3406393,-6.2608091,,,,2011-03-15,2011-04-26,"60 - 61, Grafton Street, Dublin 2",,,,C,9,Alterations to existing elevation with new signage & retractable awnings,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2364/11,1
2365/11,3,,,,,,2011-03-15,2011-05-05,"Spar, 5, Fitzmaurice Road, Ballygall, Finglas, Dublin 11",,,,N,2,Off licence use in existing shop to facilitate off licence sales within,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2365/11,1
2366/11,3,53.3226387,-6.2644084,,,,2011-03-15,2011-04-29,"11, Castlewood Avenue, Rathmines, Dublin 6",,,,C,9,PROTECTED STRUCTURE - vehicular gates and provide for parking in the front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2366/11,1
2367/11,3,53.3367365,-6.2218941,,,,2011-03-15,2011-05-09,"St. Matthew's National School, Cranfield Place, Sandymount, Dublin 4",,,,C,9,Part demolition of existing pre-school room & construction of new classroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2367/11,1
2368/11,3,53.3447281,-6.2611069,,,,2011-03-15,2011-03-21,"30, 31, 32, 33 And 34, Anglesea Street, 3 & 4 Foster Place South, Dublin 2",,,,N,0,PROTECTED STRUCTURE - Change of use of the basement and ground floor level,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2368/11,1
2369/11,3,,,,,,2011-03-16,2011-05-09,"Beshoff Bros, 75, Mespil Road, Dublin 4",,,,R,9,Removal of signage and fascia & erection of new shopfront fascia,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2369/11,1
2370/11,3,,,,,,2011-03-16,2011-04-20,"ESB's Clonshaugh 38kv Substation, Clonshaugh Industrial Estate, Coolock, Dublin 17",,,,C,9,RETENTION & PERMISSION - To retain existing structures & attach new antennae,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2370/11,1
2371/11,3,53.3369893,-6.2655013,,,,2011-03-16,2011-03-22,"Ground Floor, 12, Wexford Street, Dublin 2",,,,N,0,Change of use from butchers shop to restaurant/coffee shop,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2371/11,1
2372/11,3,53.3096715,-6.295097,,,,2011-03-16,2011-05-04,"35, Parkmore Drive, Terenure, Dublin 6w",,,,C,9,First floor extension with new hip roof & bay window with new attic dormer,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2372/11,1
2373/11,3,53.3811617,-6.2223306,,,,2011-03-16,2011-04-27,"1, Whitethorn Rise, Artane, Dublin 5",,,,C,9,Single storey extension to front & gable end of house with bay window,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2373/11,1
2374/11,3,53.3746565,-6.2100576,,,,2011-03-16,2011-03-21,"39, Clanmahon Road, Donnycarney, Dublin 5",,,,N,0,RETENTION - Of existing vehicular entrance to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2374/11,1
2375/11,3,,,,,,2011-03-16,2011-05-03,"Former Mount Argus Monastery, Kimmage Road Lower, & Mount Argus Avenue, Harold's Cross, Dublin 6W",,,,C,9,"PROTECTED STRUCTURE-Change of use, alterations, extension to create nursing home",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2375/11,1
2376/11,3,53.3420025,-6.2566733,,,,2011-03-16,2011-04-20,"Nos. 29 & 30, Frederick Street South & No. 12 Frederick Street South, Dublin 2",,,,N,0,PROTECTED STRUCTURE-Internal alterations with change of use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2376/11,1
2377/11,3,53.3992299,-6.1688996,,,,2011-03-18,2011-05-09,"70, Elmfield Avenue, Clarehall, Dublin 13",,,,C,9,Two storey extension to side & rear of existing house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2377/11,1
2378/11,3,,,,,,2011-03-18,2011-05-04,"95, Rialto Cottages, South Circular Road, Dublin 8",,,,C,9,Demolition of existing single storey extension (5 sq.m) to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2378/11,1
2379/11,3,53.3128092,-6.2905021,,,,2011-03-18,2011-05-04,"99, Corrib Road, Terenure, Dublin 6W",,,,C,9,Constructing a new porch at the entrance & widening vehicular entrance gate,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2379/11,1
2380/11,3,53.3195162,-6.2152851,,,,2011-03-18,2011-05-10,"7B, Merrion View Avenue, Dublin 4",,,,C,9,First floor extension over existing ground floor extension to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2380/11,1
2381/11,3,53.3640075,-6.19149,,,,2011-03-18,2011-05-05,"Greenlanes National School, Seafield Avenue, Clontarf, Dublin 3",,,,C,9,"To construct an attached, ground floor,single storey extension",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2381/11,1
2382/11,3,,,,,,2011-03-18,2011-05-05,"Glencarrig Court, Richmond Road, Dublin 3",,,,C,9,Construct 2no. 3 bed single storey penthouse apartments,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2382/11,1
2383/11,3,,,,,,2011-03-18,2011-05-05,"39, Larkfield Avenue, Kimmage, Dublin 6W",,,,C,9,Alterations & extensions to the 2-storey semi-detached dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2383/11,1
2384/11,3,53.3901119,-6.1707158,,,,2011-03-18,2011-05-05,"14, Woodbine Road, Dublin 5",,,,C,9,Demolition of existing store in rear garden & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2384/11,1
2385/11,3,53.3949613,-6.2950094,,,,2011-03-21,2011-05-09,"129, Jamestown Road, Finglas, Dublin 11",,,,C,9,Demolish existing single storey extension & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2385/11,1
2386/11,3,,,,,,2011-03-21,2011-05-09,"19, Glentow Road, Larkhill , Dublin 9",,,,C,9,New vehicular access and off street parking to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2386/11,1
2387/11,3,53.3641877,-6.2149154,,,,2011-03-21,2011-04-01,"25, St. Lawrence Road, Clontarf, Dublin 3",,,,N,0,PROTECTED STRUCTURE: Amalganation & minor amendments,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2387/11,1
2388/11,3,,,,,,2011-03-21,2011-05-03,"37, Main Street, Donnybrook, Dublin 4",,,,C,9,Removal of existing ground floor front facade & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2388/11,1
2389/11,3,53.3277413,-6.2513817,,,,2011-03-21,2011-05-05,"50, Leeson Park, Dublin 6",,,,R,9,PROTECTED STRUCTURE: Removal of existing partially constructed roof structure,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2389/11,1
2390/11,3,,,,,,2011-03-21,2011-05-10,"42, Aikenhead Terrace, Stella Gardens, Ringsend, Dublin 4",,,,C,9,Demolish extension to rear & construct new 2 storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2390/11,1
2391/11,3,,,,,,2011-03-21,2011-04-13,"Jones Road Railway Bridge, Jones Road, Dublin 3",,,,N,0,PROTECTED STRUCTURE: To facilitate the future construction of a bicycle parking,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2391/11,1
2392/11,3,53.3406989,-6.296938,,,,2011-03-21,2011-05-05,"154, Owens Avenue, Dublin 8",,,,C,9,Construction of a single storey extension to the rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2392/11,1
2393/06/x1,3,53.3679096,-6.1827762,,,,2011-03-10,2011-04-28,"Rear of, 66, Mount Prospect Drive, Clontarf, Dublin 3",,,,C,9,construction of new two bed detached bungalow to rear of No. 66,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2393/06/x1,1
2394/11,3,53.3443353,-6.2598392,,,,2011-03-21,2011-05-09,"34-35, College Green, Dublin 2",,,,N,2,PROTECTED STRUCTURE - Replace signs & floodlighting with other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2394/11,1
2395/11,3,53.3457948,-6.2606534,,,,2011-03-22,2011-05-09,"8-16 1/2, D'Olier Street, & 24-27 Fleet Street, Dublin 2",,,,N,2,PROTECTED STRUCTURE - Repositioning of the Sean MacDiarmada commerative plaque.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2395/11,1
2396/11,3,53.3955233,-6.3087321,,,,2011-03-22,2011-05-09,"28, Barry Avenue, Finglas West, Dublin 11",,,,R,9,"New vehicular entrance (circa 4.0m wide), with new cast iron gates to match",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2396/11,1
2397/11,3,,,,,,2011-03-22,2011-05-16,"31, Lennox Street, Portobello, Dublin 8",,,,C,9,PROTECTED STRUCTURE - extension to the business opening hours (currently Monday,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2397/11,1
2398/11,3,53.3825466,-6.1918331,,,,2011-03-22,2011-05-12,"22, McAuley Park, Artane, Dublin 5",,,,N,2,Erection of new 2 storey extension to rear of house with internal alterations,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2398/11,1
2399/11,3,,,,,,2011-03-22,2011-05-04,"Europa House, Block 9, Harcourt Centre, Harcourt Street, Dublin 2",,,,C,9,Installing a new disabled platform lift alongside the front entrance,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2399/11,1
2400/11,3,53.3418819,-6.2276687,,,,2011-03-22,2011-05-10,"36-46, Thorncastle Street, Ringsend, Dublin 4",,,,C,9,Change of use of existing warehouse unit to stand alone telecommunications hub,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2400/11,1
2401/11,3,53.3378774,-6.2524755,,,,2011-03-22,2011-05-09,"148, Baggot Street Lower, Dublin 2",,,,C,9,Material alterations to front elevation comprising construction of new entrances,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2401/11,1
2402/11,3,53.3351072,-6.2633287,,,,2011-03-22,2011-05-16,"32, 33 & 34, Harcourt Street, Dublin 2",,,,R,9,Change of use of basement from office to night club with other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2402/11,1
2403/11,3,53.3595741,-6.1945389,,,,2011-03-22,2011-03-24,"70, Clontarf Park, Clontarf, Dublin 3",,,,N,0,Provision of an off road car parking space,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2403/11,1
2404/11,3,,,,,,2011-03-22,2011-05-10,"26, Gascoigne Court, Camden Row, Dublin 8",,,,C,9,Construction of a two storey extension to the side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2404/11,1
2405/11,3,53.3924039,-6.2378027,,,,2011-03-22,2011-05-05,"23, Lorcan Crescent, Dublin 9",,,,C,9,Change of use of existing single storey garage utility & playroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2405/11,1
2406/11,3,,,,,,2011-03-22,2011-05-04,"11, Ashdale Road, Terenure, Dublin 6 W",,,,C,9,An extension to rear of existing 2 storey terraced dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2406/11,1
2407/11,3,,,,,,2011-03-22,2011-05-09,"6/7, Burgh Quay (formerly Aviation House), Dublin 2",,,,C,9,"Change of use of the existing building with a GFA of 3,693sqm from office",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2407/11,1
2408/11,3,53.3632959,-6.2457819,,,,2011-03-23,2011-05-16,"42, Tolka Road, Ballybough, Dublin 3",,,,C,9,RETENTION: Of 2nd floor extension (area 28m2) to previously approved granny flat,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2408/11,1
2409/11,3,53.3776881,-6.259962,,,,2011-03-23,2011-05-16,"368, Griffith Avenue, Dublin 9",,,,R,9,Proposed off street car parking & vehicular entrance to front garden,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2409/11,1
2410/11,3,53.3902447,-6.2871338,,,,2011-03-23,2011-05-12,"2, Beneavin Road, Glasnevin, Dublin 11",,,,C,9,Widening of existing vehicular access gates with new pillars.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2410/11,1
2411/11,3,,,,,,2011-03-23,2011-03-29,"Canada House, 65-68, Saint Stephen's Green, Dublin 2",,,,N,0,Change of facade between ground and 5th storey from glazed to solid type wall,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2411/11,1
2412/11,3,53.3369893,-6.2655013,,,,2011-03-24,2011-03-29,"Ground Floor, 12, Wexford Street, Dublin 2",,,,N,0,Change of use from a butchers shop to a restaurant/coffee shop and for a new,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2412/11,1
2413/11,3,53.3943346,-6.2180971,,,,2011-03-24,2011-05-05,"40, Cromcastle Avenue, Coolock, Dublin 5",,,,R,9,Dormer extension to rear and altering the ridge height of existing roof,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2413/11,1
2414/11,3,53.3690608,-6.2515148,,,,2011-03-24,2011-05-12,"44, Clonturk Park, Drumcondra, Dublin 9",,,,C,9,Dormer window to rear and the conversion of attic space of 20.65sqm for use as,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2414/11,1
2415/11,3,,,,,,2011-03-24,2011-05-12,"2, Meadow View, Sarsfield Road, Ballyfermot, Dublin 10",,,,R,9,Change of use from Retail to Pizza Restaurant with an element of take-away.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2415/11,1
2416/11,3,53.3812447,-6.1997652,,,,2011-03-24,2011-05-16,"8, Brookwood Grove, Artane, Dublin 5",,,,C,9,Attic conversion to storeroom with new dormer windows to rear and side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2416/11,1
2417/11,3,,,,,,2011-03-25,2011-05-12,"41, DeCourcey Square, Glasnevin, Dublin 9",,,,C,9,Demolition of existing single storey extension & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2417/11,1
2418/11,3,53.3521825,-6.2330823,,,,2011-03-25,2011-04-13,"11, Church Road, East Wall, Dublin 3",,,,N,0,2-storey 'Granny Flat' extension to side of existing dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2418/11,1
